,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.89245868372,-0.735997606609,-0.852443747112,-0.367580789117,-0.0702139248673,-0.178958735065,-0.57989679416,-0.120709811555,-0.0261790920746,-0.380946425318,0.0200515113003,-0.177436142962,0.0122490625168,0.0340562087893,-0.0171068922065,0.0484548495894,-0.86712893494,-0.588048041931,-0.809769479461,-0.630178383091,-0.729663449188,-0.533719641783,-0.66225983525,-0.448026755291,-0.283955390812,-0.110856164381,-0.901054424261,-0.335837884262,-0.0991781535138,-0.861511811424,-0.607167636641,0.689579293293,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.89245868372,-1.18050785651,-0.85282417415,-1.74612593217,-0.0603318845636,-1.90015986349,-0.321071900567,-1.75009502835,0.390903802018,0.14996236565,0.597884367815,0.866139515825,0.74874546245,1.19182140917,0.854025391593,0.958927025597,-1.38540009858,-0.614587998816,-1.35855918183,-0.856653333031,-1.06776931701,-0.983268102672,-0.842671868732,-1.05724154092,-0.880593632077,-0.038636426084,0.435156685561,0.752257788081,-0.0991781535138,0.0692778513045,-0.607167636641,-0.779263221294,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.706337701834,0.949049616858,-0.584623112315,0.704574671402,0.141959293419,-0.208495727908,0.209787450568,-0.560913009095,-0.510844862525,-0.740542989031,-0.291467222569,-0.996476178362,-0.141021809902,-0.851878004605,-0.0386101575357,-0.668909723222,0.705763782613,-0.202816546548,0.415621209668,-0.121525906525,0.366166944159,-0.122521286563,0.365555518061,-0.134728118934,0.625394560238,-0.162752760243,-0.567001646806,0.208209951909,-0.0991781535138,1.01680066434,-0.607167636641,0.689579293293,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.853497007172,0.204479449314,-1.36335725923,-0.00283116705105,-1.87688341099,-0.227291996081,-0.678142926019,-0.349520466391,0.63613309623,-0.700764608089,0.603780621453,-0.917785712184,0.62267851111,-0.855941923015,0.644493573618,-0.75641160592,0.212803536269,-0.864706986423,0.195945564616,-0.940207198058,0.268581209811,-0.862358741745,0.342004193493,-0.806850953074,-1.66041028075,0.568880367433,0.435156685561,0.752257788081,-0.0991781535138,-0.0108031596669,-0.607167636641,0.689579293293,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.370424868897,1.20943219002,-0.124306396257,0.734171497878,1.24351613904,-0.0925854075069,1.40772978105,-0.577539388858,0.259599927952,-0.687239958569,0.431806557014,-1.11471787361,0.564289607331,-1.29981212269,0.658495699879,-1.25728445171,1.02275288968,-0.230964985668,1.38379168895,-0.369988715683,1.55613886946,-0.519338352157,1.48224379427,-0.617712938787,0.0797845896077,0.927801579373,1.43731501793,1.29630562425,2.25021160066,0.107087706182,-0.607167636641,-0.779263221294,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.808743730057,0.197659905731,-0.809835918849,0.114305568721,-0.305639002692,0.238586936497,0.520625002205,0.208254988045,-0.180654238035,-0.710311419515,-0.0929600167595,-0.958572917166,-0.00964677640014,-0.851878004605,0.0544039669114,-0.698328459646,0.222445790476,-1.1043708395,0.14721751244,-1.05087942279,0.159514800835,-0.811757907878,0.18825403688,-0.676896168641,-1.08012725443,0.76195022057,0.769209463016,1.84035346042,-0.0991781535138,0.906197026576,-0.607167636641,-0.779263221294,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.805847929773,-0.675241672871,-0.806031648468,-0.11871733269,-0.292269183458,0.108355649868,-0.00280396920952,0.196774868685,-0.0165243954521,-0.410647616421,0.00432816826587,-0.0682582710396,0.0394529835954,0.372716076295,0.069406245048,0.508971223618,-1.06117930086,-0.210858957725,-0.168316595908,0.274988488031,0.0527445267845,0.442077491331,0.141151387745,0.50925164087,0.393804716589,-0.500262089975,-0.901054424261,-0.335837884262,-0.0991781535138,0.19917890635,-0.607167636641,0.689579293293,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.892985192862,-0.853479743786,-0.853204601188,-0.902407949244,-0.213212861028,-0.861442281828,0.652307842805,-0.855437450614,0.145674507806,-0.773956829022,0.310933357437,-1.3433734167,0.437559145721,-1.49081628796,0.527975880091,-1.3723192544,1.30117297991,-0.483496696629,1.62423666772,-0.525369587487,1.42525917869,-0.578994072086,1.29783247926,-0.633439950916,1.04277964568,-1.14697351533,1.10326224047,-0.335837884262,-0.0991781535138,-0.088202156711,1.64699160438,-0.779263221294,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.488099662254,0.298403163205,-0.25935799477,0.584519938653,-1.47055716556,1.2902828938,-1.9380050875,1.62822699306,-1.48017640343,-0.190275386005,-1.29677846783,0.667971378487,-1.52908529518,1.55757406607,-1.70086257507,1.79849250356,-0.511570811049,0.750209177938,-1.22196087163,1.71152862358,-1.53503277442,1.89405510316,-1.69185264702,1.95572288799,1.67016569105,0.240806782403,0.101103908105,-0.335837884262,-1.2738730306,0.997804155938,-0.607167636641,0.689579293293,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.53659124536,-1.07573486874,1.59674552395,-1.2021279244,1.1952685305,-0.884713851947,0.36623822357,-0.537161038004,-0.66725094781,0.0343398717125,-0.466389413827,0.00384032362589,-0.32415064448,-0.0964407268228,-0.222638102678,-0.00133070435966,1.63624131361,2.38925257583,1.76243261897,1.27397022515,1.61641241127,1.16327253404,1.44669462511,1.05969706538,2.0561487638,-1.16076421913,0.769209463016,0.208209951909,-1.2738730306,0.396195724553,1.64699160438,0.689579293293,0.0
